14	DT	177	30.00E-3	Pass	43.35	Pass	21.40	Pass	21.96	Pass	-1.00E-9	Pass	83.21	Pass	1.20	Pass	39.32	43.30	1.20E-6	100.01E-6	Pass
15	DT	178	30.00E-3	Pass	43.51	Pass	21.28	Pass	22.23	Pass	-1.00E-9	Pass	83.55	Pass	1.20	Pass	39.41	43.33	1.20E-6	100.01E-6	Pass
16	DT	179	30.00E-3	Pass	43.53	Pass	21.23	Pass	22.30	Pass	-1.00E-9	Pass	83.48	Pass	1.20	Pass	39.47	43.50	1.20E-6	100.01E-6	Pass
17	DT	180	30.00E-3	Pass	43.54	Pass	21.16	Pass	22.38	Pass	-1.00E-9	Pass	82.86	Pass	1.21	Pass	39.51	43.50	1.21E-6	100.01E-6	Pass
18	DT	181	30.00E-3	Pass	43.56	Pass	21.14	Pass	22.42	Pass	-1.00E-9	Pass	83.21	Pass	1.20	Pass	39.52	43.51	1.20E-6	100.01E-6	Pass
19	DT	182	30.00E-3	Pass	43.71	Pass	21.07	Pass	22.63	Pass	-1.00E-9	Pass	76.91	Pass	1.20	Pass	39.69	43.52	1.20E-6	92.60E-6	Pass
20	DT	183	30.00E-3	Pass	43.73	Pass	21.04	Pass	22.69	Pass	-906.93E-12	Pass	82.25	Pass	1.22	Pass	39.72	43.60	1.22E-6	100.01E-6	Pass
21	DT	184	30.00E-3	Pass	43.79	Pass	20.99	Pass	22.79	Pass	-1.00E-9	Pass	82.86	Pass	1.21	Pass	39.74	43.71	1.21E-6	100.01E-6	Pass
22	DT	185	30.00E-3	Pass	43.75	Pass	21.00	Pass	22.74	Pass	-1.00E-9	Pass	82.72	Pass	1.21	Pass	39.74	43.70	1.21E-6	100.01E-6	Pass
23	DT	186	30.00E-3	Pass	43.84	Pass	20.95	Pass	22.89	Pass	-1.00E-9	Pass	81.44	Pass	1.23	Pass	39.84	43.71	1.23E-6	100.01E-6	Pass
24	DT	187	30.00E-3	Pass	43.98	Pass	20.75	Pass	23.23	Pass	-447.47E-12	Pass	82.18	Pass	1.22	Pass	40.01	43.91	1.22E-6	100.01E-6	Pass
25	DT	188	30.00E-3	Pass	44.14	Pass	20.64	Pass	23.50	Pass	0.00E+0	Pass	81.64	Pass	1.22	Pass	40.12	44.10	1.22E-6	100.01E-6	Pass
26	DT	189	30.00E-3	Pass	44.16	Pass	20.58	Pass	23.59	Pass	33.60E-12	Pass	81.98	Pass	1.22	Pass	40.11	44.11	1.22E-6	100.01E-6	Pass
27	DT	190	30.00E-3	Pass	44.21	Pass	20.55	Pass	23.66	Pass	-188.11E-12	Pass	81.98	Pass	1.22	Pass	40.06	44.11	1.22E-6	100.01E-6	Pass
28	DT	191	30.00E-3	Pass	44.32	Pass	20.53	Pass	23.79	Pass	525.77E-12	Pass	81.98	Pass	1.22	Pass	40.21	44.22	1.22E-6	100.01E-6	Pass
29	DT	192	30.00E-3	Pass	44.39	Pass	20.41	Pass	23.98	Pass	0.00E+0	Pass	82.18	Pass	1.22	Pass	40.29	44.31	1.22E-6	100.01E-6	Pass
30	DT	193	30.00E-3	Pass	44.50	Pass	20.37	Pass	24.14	Pass	183.63E-12	Pass	82.79	Pass	1.21	Pass	40.34	44.32	1.21E-6	100.01E-6	Pass
31	DT	194	30.00E-3	Pass	44.53	Pass	20.24	Pass	24.29	Pass	1.00E-9	Pass	82.25	Pass	1.22	Pass	40.45	44.50	1.22E-6	100.01E-6	Pass
32	DT	195	30.00E-3	Pass	44.53	Pass	20.22	Pass	24.31	Pass	797.92E-12	Pass	82.05	Pass	1.22	Pass	40.46	44.50	1.22E-6	100.01E-6	Pass
33	DT	196	30.00E-3	Pass	44.51	Pass	20.21	Pass	24.30	Pass	716.09E-12	Pass	79.18	Pass	1.21	Pass	40.44	44.33	1.21E-6	95.72E-6	Pass
34	DT	197	30.00E-3	Pass	44.53	Pass	20.17	Pass	24.36	Pass	1.04E-9	Pass	81.18	Pass	1.23	Pass	40.51	44.50	1.23E-6	100.01E-6	Pass
35	DT	198	30.00E-3	Pass	44.54	Pass	20.10	Pass	24.43	Pass	1.83E-9	Pass	81.51	Pass	1.23	Pass	40.47	44.50	1.23E-6	100.01E-6	Pass
36	DT	199	30.00E-3	Pass	44.54	Pass	20.02	Pass	24.53	Pass	2.00E-9	Pass	82.18	Pass	1.22	Pass	40.45	44.50	1.22E-6	100.01E-6	Pass
37	DT	200	30.00E-3	Pass	44.53	Pass	19.91	Pass	24.62	Pass	2.00E-9	Pass	81.51	Pass	1.23	Pass	40.51	44.50	1.23E-6	100.01E-6	Pass
38	DT	201	30.00E-3	Pass	44.54	Pass	19.77	Pass	24.78	Pass	2.00E-9	Pass	82.52	Pass	1.21	Pass	40.50	44.46	1.21E-6	100.01E-6	Pass
39	DT	202	30.00E-3	Pass	44.73	Pass	19.68	Pass	25.04	Pass	2.00E-9	Pass	82.32	Pass	1.22	Pass	40.62	44.70	1.22E-6	100.01E-6	Pass
40	DT	203	30.00E-3	Pass	44.91	Pass	19.59	Pass	25.32	Pass	2.74E-9	Pass	79.77	Pass	1.22	Pass	40.85	44.74	1.22E-6	97.56E-6	Pass
41	DT	204	30.00E-3	Pass	44.75	Pass	19.52	Pass	25.24	Pass	2.10E-9	Pass	82.32	Pass	1.22	Pass	40.72	44.70	1.22E-6	100.01E-6	Pass
42	DT	205	30.00E-3	Pass	44.72	Pass	19.51	Pass	25.21	Pass	2.35E-9	Pass	82.59	Pass	1.21	Pass	40.57	44.57	1.21E-6	100.01E-6	Pass
43	DT	206	30.00E-3	Pass	44.72	Pass	19.31	Pass	25.40	Pass	2.14E-9	Pass	71.44	Pass	1.22	Pass	40.73	44.54	1.22E-6	86.95E-6	Pass
44	DT	207	30.00E-3	Pass	44.73	Pass	19.18	Pass	25.56	Pass	2.00E-9	Pass	82.18	Pass	1.22	Pass	40.69	44.70	1.22E-6	100.01E-6	Pass
45	DT	208	30.00E-3	Pass	44.71	Pass	19.13	Pass	25.59	Pass	2.17E-9	Pass	82.59	Pass	1.21	Pass	40.53	44.54	1.21E-6	100.01E-6	Pass
46	DT	209	30.00E-3	Pass	44.59	Pass	19.02	Pass	25.58	Pass	2.27E-9	Pass	81.09	Pass	1.22	Pass	40.55	44.51	1.22E-6	99.01E-6	Pass
47	DT	210	30.00E-3	Pass	44.56	Pass	18.82	Pass	25.73	Pass	2.47E-9	Pass	81.78	Pass	1.22	Pass	40.55	44.50	1.22E-6	100.01E-6	Pass
48	DT	211	30.00E-3	Pass	44.70	Pass	18.64	Pass	26.07	Pass	4.00E-9	Pass	67.93	Pass	1.23	Pass	40.72	44.52	1.23E-6	83.35E-6	Pass
49	DT	212	30.00E-3	Pass	44.97	Pass	18.44	Pass	26.53	Pass	4.71E-9	Pass	82.45	Pass	1.21	Pass	40.84	44.91	1.21E-6	100.01E-6	Pass
50	DT	213	30.00E-3	Pass	45.17	Pass	18.17	Pass	27.00	Pass	8.77E-9	Pass	82.72	Pass	1.21	Pass	41.05	45.11	1.21E-6	100.01E-6	Pass
51	DT	214	30.00E-3	Pass	45.51	Pass	17.83	Pass	27.68	Pass	8.22E-9	Pass	69.23	Pass	1.21	Pass	41.42	45.33	1.21E-6	83.76E-6	Pass
52	DT	215	30.00E-3	Pass	45.94	Pass	17.54	Pass	28.41	Pass	11.78E-9	Pass	82.72	Pass	1.21	Pass	41.86	45.90	1.21E-6	100.01E-6	Pass
53	DT	216	30.00E-3	Pass	46.51	Pass	17.13	Pass	29.38	Pass	16.46E-9	Pass	73.53	Pass	1.21	Pass	42.39	46.32	1.21E-6	89.26E-6	Pass
54	DT	217	30.00E-3	Pass	47.10	Pass	16.65	Pass	30.45	Pass	24.90E-9	Pass	64.27	Pass	1.22	Pass	43.09	46.92	1.22E-6	78.54E-6	Pass
55	DT	218	30.00E-3	Pass	47.52	Pass	16.06	Pass	31.46	Fail	41.60E-9	Fail	33.40	Fail	1.20	Pass	44.14	47.35	1.20E-6	40.11E-6	Fail
56	DT	219	30.00E-3	Pass	47.75	Pass	15.29	Pass	32.46	Fail	80.61E-9	Fail	18.39	Fail	1.21	Pass	45.69	47.68	1.21E-6	22.24E-6	Fail
57	DT	220	30.00E-3	Pass	48.14	Pass	14.54	Pass	33.60	Fail	160.28E-9	Fail	11.76	Fail	1.22	Pass	47.35	48.00	1.22E-6	14.35E-6	Fail
58	DT	221	30.00E-3	Pass	49.11	Pass	13.44	Fail	35.67	Fail	1.03E-6	Fail	7.41	Fail	1.23	Pass	48.92	48.92	1.23E-6	9.09E-6	Fail
59	DT	222	30.00E-3	Pass	50.33	Fail	12.38	Fail	37.95	Fail	1.01E-6	Fail	5.07	Fail	1.24	Pass	50.12	50.12	1.24E-6	6.30E-6	Fail
60	DT	223	30.00E-3	Pass	51.00	Fail	16.48	Pass	34.52	Fail	539.00E-9	Fail	3.24	Fail	1.29	Pass	51.00	51.00	1.29E-6	4.19E-6	Fail
61	DT	224	5.00E-6	Fail	51.00	Fail	27.76	Pass	23.24	Pass	420.00E-9	Fail	2.11	Fail	1.40	Pass	51.00	51.00	1.40E-6	2.95E-6	Fail
62	DT	225	4.00E-6	Fail	51.00	Fail	38.09	Fail	12.91	Fail	315.00E-9	Fail	1.57	Fail	1.33	Pass	51.00	51.00	1.33E-6	2.08E-6	Fail
63	DT	226	6.00E-6	Fail	51.00	Fail	49.73	Fail	1.27	Fail	243.00E-9	Fail	1.26	Fail	1.31	Pass	51.00	51.00	1.31E-6	1.65E-6	Fail
64	DT	227	16.00E-6	Fail	32.50	Fail	13.18	Fail	19.32	Pass	70.02E-6	Fail	68.93	Pass	1.45	Pass	21.57	32.50	1.45E-6	100.01E-6	Fail
65	DU	226	5.00E-6	Fail	51.00	Fail	49.79	Fail	1.21	Fail	228.00E-9	Fail	1.26	Fail	1.30	Pass	51.00	51.00	1.30E-6	1.64E-6	Fail
66	DU	225	5.00E-6	Fail	51.00	Fail	36.97	Fail	14.03	Fail	334.00E-9	Fail	1.60	Fail	1.32	Pass	51.00	51.00	1.32E-6	2.11E-6	Fail
67	DU	224	4.00E-6	Fail	51.00	Fail	28.09	Pass	22.91	Pass	384.00E-9	Fail	1.98	Fail	1.40	Pass	51.00	51.00	1.40E-6	2.77E-6	Fail
68	DU	223	30.00E-3	Pass	51.00	Fail	18.42	Pass	32.58	Fail	549.00E-9	Fail	3.13	Fail	1.33	Pass	51.00	51.00	1.33E-6	4.16E-6	Fail
69	DU	222	30.00E-3	Pass	50.36	Fail	12.36	Fail	38.00	Fail	966.00E-9	Fail	4.84	Fail	1.25	Pass	50.15	50.15	1.25E-6	6.07E-6	Fail
70	DU	221	30.00E-3	Pass	49.14	Pass	13.36	Fail	35.78	Fail	995.70E-9	Fail	7.18	Fail	1.24	Pass	48.99	48.99	1.24E-6	8.89E-6	Fail
71	DU	220	30.00E-3	Pass	48.25	Pass	14.38	Pass	33.87	Fail	185.84E-9	Fail	11.34	Fail	1.24	Pass	47.63	48.11	1.24E-6	14.12E-6	Fail
72	DU	219	30.00E-3	Pass	47.90	Pass	15.19	Pass	32.72	Fail	91.00E-9	Fail	16.78	Fail	1.24	Pass	45.90	47.72	1.24E-6	20.85E-6	Fail
73	DU	218	30.00E-3	Pass	47.54	Pass	15.89	Pass	31.65	Fail	46.39E-9	Fail	33.54	Fail	1.25	Pass	44.32	47.50	1.25E-6	41.92E-6	Fail
74	DU	217	30.00E-3	Pass	47.32	Pass	16.51	Pass	30.81	Pass	27.73E-9	Pass	63.29	Pass	1.25	Pass	43.27	47.16	1.25E-6	79.11E-6	Pass
75	DU	216	30.00E-3	Pass	46.73	Pass	16.97	Pass	29.76	Pass	20.22E-9	Pass	75.35	Pass	1.25	Pass	42.62	46.59	1.25E-6	94.19E-6	Pass
76	DU	215	30.00E-3	Pass	46.14	Pass	17.38	Pass	28.76	Pass	14.74E-9	Pass	79.19	Pass	1.26	Pass	42.05	46.10	1.26E-6	100.01E-6	Pass
77	DU	214	30.00E-3	Pass	45.77	Pass	17.84	Pass	27.92	Pass	13.12E-9	Pass	79.06	Pass	1.27	Pass	41.72	45.70	1.26E-6	100.01E-6	Pass
78	DU	213	30.00E-3	Pass	45.31	Pass	18.06	Pass	27.25	Pass	8.91E-9	Pass	67.55	Pass	1.26	Pass	41.29	45.12	1.26E-6	85.18E-6	Pass
79	DU	212	30.00E-3	Pass	45.18	Pass	18.26	Pass	26.93	Pass	6.82E-9	Pass	79.00	Pass	1.27	Pass	41.06	45.11	1.27E-6	100.01E-6	Pass
80	DU	211	30.00E-3	Pass	44.83	Pass	18.54	Pass	26.30	Pass	5.69E-9	Pass	70.86	Pass	1.27	Pass	40.84	44.71	1.27E-6	89.92E-6	Pass
81	DU	210	30.00E-3	Pass	44.75	Pass	18.69	Pass	26.07	Pass	4.07E-9	Pass	78.75	Pass	1.27	Pass	40.71	44.70	1.27E-6	100.01E-6	Pass
82	DU	209	30.00E-3	Pass	44.63	Pass	18.82	Pass	25.81	Pass	3.99E-9	Pass	68.90	Pass	1.27	Pass	40.70	44.51	1.27E-6	87.50E-6	Pass
83	DU	208	30.00E-3	Pass	44.75	Pass	19.04	Pass	25.70	Pass	3.81E-9	Pass	78.69	Pass	1.27	Pass	40.66	44.70	1.27E-6	100.01E-6	Pass
84	DU	207	30.00E-3	Pass	44.91	Pass	19.09	Pass	25.82	Pass	3.17E-9	Pass	78.88	Pass	1.27	Pass	40.73	44.73	1.27E-6	100.01E-6	Pass
85	DU	206	30.00E-3	Pass	44.80	Pass	19.20	Pass	25.60	Pass	3.05E-9	Pass	78.81	Pass	1.27	Pass	40.71	44.71	1.27E-6	100.01E-6	Pass
86	DU	205	30.00E-3	Pass	44.82	Pass	19.30	Pass	25.51	Pass	2.39E-9	Pass	78.81	Pass	1.27	Pass	40.78	44.71	1.27E-6	100.01E-6	Pass
87	DU	204	30.00E-3	Pass	44.81	Pass	19.46	Pass	25.35	Pass	3.06E-9	Pass	78.75	Pass	1.27	Pass	40.71	44.71	1.27E-6	100.01E-6	Pass
88	DU	203	30.00E-3	Pass	44.84	Pass	19.51	Pass	25.33	Pass	2.53E-9	Pass	76.70	Pass	1.28	Pass	40.81	44.71	1.28E-6	97.87E-6	Pass
89	DU	202	30.00E-3	Pass	44.74	Pass	19.58	Pass	25.16	Pass	2.52E-9	Pass	78.13	Pass	1.27	Pass	40.80	44.66	1.27E-6	99.30E-6	Pass
90	DU	201	30.00E-3	Pass	44.73	Pass	19.71	Pass	25.02	Pass	2.00E-9	Pass	78.69	Pass	1.27	Pass	40.64	44.66	1.27E-6	100.01E-6	Pass
91	DU	200	30.00E-3	Pass	44.56	Pass	19.84	Pass	24.72	Pass	2.00E-9	Pass	78.69	Pass	1.27	Pass	40.54	44.51	1.27E-6	100.01E-6	Pass
92	DU	199	30.00E-3	Pass	44.59	Pass	19.91	Pass	24.68	Pass	2.00E-9	Pass	78.75	Pass	1.27	Pass	40.58	44.51	1.27E-6	100.01E-6	Pass
93	DU	198	30.00E-3	Pass	44.72	Pass	20.04	Pass	24.68	Pass	2.00E-9	Pass	78.81	Pass	1.27	Pass	40.60	44.56	1.27E-6	100.01E-6	Pass
94	DU	197	30.00E-3	Pass	44.53	Pass	20.19	Pass	24.34	Pass	1.00E-9	Pass	78.63	Pass	1.27	Pass	40.47	44.50	1.27E-6	100.01E-6	Pass
95	DU	196	30.00E-3	Pass	43.96	Pass	20.61	Pass	23.35	Pass	-268.83E-12	Pass	78.38	Pass	1.28	Pass	40.05	43.91	1.28E-6	100.01E-6	Pass
96	DU	195	30.00E-3	Pass	44.27	Pass	20.51	Pass	23.75	Pass	0.00E+0	Pass	77.16	Pass	1.27	Pass	40.23	44.12	1.27E-6	97.84E-6	Pass
97	DU	194	30.00E-3	Pass	44.52	Pass	20.27	Pass	24.25	Pass	886.11E-12	Pass	78.56	Pass	1.27	Pass	40.48	44.35	1.27E-6	100.01E-6	Pass
98	DU	193	30.00E-3	Pass	44.54	Pass	20.31	Pass	24.23	Pass	1.00E-9	Pass	78.81	Pass	1.27	Pass	40.46	44.50	1.27E-6	100.01E-6	Pass
99	DU	192	30.00E-3	Pass	44.52	Pass	20.38	Pass	24.13	Pass	1.00E-9	Pass	78.75	Pass	1.27	Pass	40.34	44.34	1.27E-6	100.01E-6	Pass
100	DU	191	30.00E-3	Pass	44.36	Pass	20.46	Pass	23.90	Pass	333.33E-12	Pass	78.44	Pass	1.28	Pass	40.37	44.31	1.28E-6	100.01E-6	Pass
101	DU	190	30.00E-3	Pass	44.34	Pass	20.54	Pass	23.81	Pass	722.30E-12	Pass	78.38	Pass	1.28	Pass	40.24	44.30	1.28E-6	100.01E-6	Pass
102	DU	189	30.00E-3	Pass	44.31	Pass	20.59	Pass	23.71	Pass	0.00E+0	Pass	78.69	Pass	1.27	Pass	40.16	44.12	1.27E-6	100.01E-6	Pass
103	DU	188	30.00E-3	Pass	44.17	Pass	20.66	Pass	23.51	Pass	1.00E-9	Pass	78.69	Pass	1.27	Pass	40.11	44.11	1.27E-6	100.01E-6	Pass
104	DU	187	30.00E-3	Pass	43.95	Pass	20.88	Pass	23.08	Pass	413.08E-12	Pass	78.81	Pass	1.27	Pass	39.98	43.91	1.27E-6	100.01E-6	Pass
105	DU	186	30.00E-3	Pass	41.40	Pass	21.20	Pass	20.20	Pass	2.00E-9	Pass	39.31	Fail	1.25	Pass	38.11	41.15	1.25E-6	49.25E-6	Fail
106	DU	185	30.00E-3	Pass	43.72	Pass	21.13	Pass	22.60	Pass	-1.00E-9	Pass	78.50	Pass	1.27	Pass	39.73	43.60	1.27E-6	100.01E-6	Pass
107	DU	184	30.00E-3	Pass	43.94	Pass	21.01	Pass	22.92	Pass	-1.00E-9	Pass	78.38	Pass	1.28	Pass	39.86	43.90	1.28E-6	100.01E-6	Pass
108	DU	183	30.00E-3	Pass	43.93	Pass	21.03	Pass	22.89	Pass	0.00E+0	Pass	78.81	Pass	1.27	Pass	39.80	43.85	1.27E-6	100.01E-6	Pass
109	DU	182	30.00E-3	Pass	43.90	Pass	21.06	Pass	22.84	Pass	-1.00E-9	Pass	78.56	Pass	1.27	Pass	39.77	43.72	1.27E-6	100.01E-6	Pass
110	DU	181	30.00E-3	Pass	43.73	Pass	21.11	Pass	22.62	Pass	-1.00E-9	Pass	78.88	Pass	1.27	Pass	39.66	43.65	1.27E-6	100.01E-6	Pass
111	DU	180	30.00E-3	Pass	43.72	Pass	21.15	Pass	22.57	Pass	-1.00E-9	Pass	79.06	Pass	1.27	Pass	39.66	43.54	1.26E-6	100.01E-6	Pass
112	DU	179	30.00E-3	Pass	43.73	Pass	21.22	Pass	22.50	Pass	-1.00E-9	Pass	79.25	Pass	1.26	Pass	39.51	43.65	1.26E-6	100.01E-6	Pass
113	DU	178	30.00E-3	Pass	43.56	Pass	21.28	Pass	22.28	Pass	-978.90E-12	Pass	79.44	Pass	1.26	Pass	39.50	43.51	1.26E-6	100.01E-6	Pass
114	DU	177	30.00E-3	Pass	43.53	Pass	21.39	Pass	22.14	Pass	-1.00E-9	Pass	79.69	Pass	1.26	Pass	39.36	43.50	1.26E-6	100.01E-6	Pass
115	DU	176	30.00E-3	Pass	43.36	Pass	21.50	Pass	21.85	Pass	-1.00E-9	Pass	79.76	Pass	1.25	Pass	39.32	43.31	1.25E-6	100.01E-6	Pass
116	DU	175	30.00E-3	Pass	43.34	Pass	21.54	Pass	21.80	Pass	-1.92E-9	Pass	79.50	Pass	1.26	Pass	39.32	43.30	1.26E-6	100.01E-6	Pass
117	DU	174	30.00E-3	Pass	43.32	Pass	21.58	Pass	21.74	Pass	-1.29E-9	Pass	79.57	Pass	1.26	Pass	39.24	43.16	1.26E-6	100.01E-6	Pass
118	DU	173	30.00E-3	Pass	43.32	Pass	21.62	Pass	21.70	Pass	-1.62E-9	Pass	79.95	Pass	1.25	Pass	39.18	43.15	1.25E-6	100.01E-6	Pass
119	DU	172	30.00E-3	Pass	43.25	Pass	21.64	Pass	21.62	Pass	-1.00E-9	Pass	79.50	Pass	1.26	Pass	39.24	43.12	1.26E-6	100.01E-6	Pass
120	DU	171	30.00E-3	Pass	43.15	Pass	21.66	Pass	21.49	Pass	-1.00E-9	Pass	80.01	Pass	1.25	Pass	39.12	43.10	1.25E-6	100.01E-6	Pass
121	DU	170	30.00E-3	Pass	43.13	Pass	21.72	Pass	21.41	Pass	-2.00E-9	Pass	80.01	Pass	1.25	Pass	39.09	43.10	1.25E-6	100.01E-6	Pass
122	DU	169	30.00E-3	Pass	43.12	Pass	21.78	Pass	21.34	Pass	-1.40E-9	Pass	80.46	Pass	1.24	Pass	39.02	42.97	1.24E-6	100.01E-6	Pass
123	DU	168	30.00E-3	Pass	43.12	Pass	21.76	Pass	21.37	Pass	-2.00E-9	Pass	81.05	Pass	1.23	Pass	39.06	43.01	1.23E-6	100.01E-6	Pass
124	DU	167	30.00E-3	Pass	43.12	Pass	21.84	Pass	21.29	Pass	-2.00E-9	Pass	80.72	Pass	1.24	Pass	38.96	43.02	1.24E-6	100.01E-6	Pass
125	DU	166	30.00E-3	Pass	42.93	Pass	21.91	Pass	21.02	Pass	-2.00E-9	Pass	81.05	Pass	1.23	Pass	38.87	42.90	1.23E-6	100.01E-6	Pass
126	DU	165	30.00E-3	Pass	42.93	Pass	21.96	Pass	20.97	Pass	-2.00E-9	Pass	81.18	Pass	1.23	Pass	38.84	42.90	1.23E-6	100.01E-6	Pass
127	DU	164	30.00E-3	Pass	42.78	Pass	22.04	Pass	20.75	Pass	-2.00E-9	Pass	81.84	Pass	1.22	Pass	38.74	42.71	1.22E-6	100.01E-6	Pass
128	DU	163	30.00E-3	Pass	42.91	Pass	22.03	Pass	20.88	Pass	-2.00E-9	Pass	81.31	Pass	1.23	Pass	38.83	42.73	1.23E-6	100.01E-6	Pass
129	DU	162	30.00E-3	Pass	42.79	Pass	22.07	Pass	20.73	Pass	-2.00E-9	Pass	81.18	Pass	1.23	Pass	38.75	42.71	1.23E-6	100.01E-6	Pass
130	DU	161	30.00E-3	Pass	42.92	Pass	22.05	Pass	20.86	Pass	1.00E-9	Pass	81.98	Pass	1.22	Pass	38.78	42.74	1.22E-6	100.01E-6	Pass
131	DU	160	30.00E-3	Pass	42.88	Pass	22.10	Pass	20.78	Pass	-2.00E-9	Pass	81.51	Pass	1.23	Pass	38.80	42.72	1.23E-6	100.01E-6	Pass
132	DU	159	30.00E-3	Pass	42.92	Pass	22.05	Pass	20.87	Pass	-2.00E-9	Pass	81.51	Pass	1.23	Pass	38.85	42.75	1.23E-6	100.01E-6	Pass
133	DU	158	30.00E-3	Pass	42.80	Pass	22.09	Pass	20.71	Pass	-2.00E-9	Pass	82.72	Pass	1.21	Pass	38.78	42.71	1.21E-6	100.01E-6	Pass
134	DU	157	30.00E-3	Pass	42.91	Pass	22.09	Pass	20.82	Pass	-1.75E-9	Pass	82.45	Pass	1.21	Pass	38.75	42.73	1.21E-6	100.01E-6	Pass
135	DU	156	30.00E-3	Pass	42.92	Pass	22.10	Pass	20.83	Pass	-2.00E-9	Pass	82.66	Pass	1.21	Pass	38.75	42.82	1.21E-6	100.01E-6	Pass
136	DU	155	30.00E-3	Pass	42.75	Pass	22.13	Pass	20.62	Pass	-2.00E-9	Pass	81.71	Pass	1.22	Pass	38.76	42.71	1.22E-6	100.01E-6	Pass
137	DU	154	30.00E-3	Pass	42.74	Pass	22.16	Pass	20.58	Pass	-2.05E-9	Pass	82.66	Pass	1.21	Pass	38.69	42.70	1.21E-6	100.01E-6	Pass
138	DU	153	30.00E-3	Pass	42.73	Pass	22.17	Pass	20.56	Pass	-2.00E-9	Pass	81.64	Pass	1.22	Pass	38.63	42.70	1.22E-6	100.01E-6	Pass
139	DU	152	30.00E-3	Pass	42.53	Pass	22.25	Pass	20.28	Pass	-2.00E-9	Pass	82.25	Pass	1.22	Pass	38.55	42.50	1.22E-6	100.01E-6	Pass
140	DU	151	30.00E-3	Pass	42.50	Pass	22.46	Pass	20.05	Pass	-3.00E-9	Pass	81.44	Pass	1.23	Pass	38.41	42.32	1.23E-6	100.01E-6	Pass
